chasingAgents,pullingAgents,action,prior,state,nextState,policyLikelihood,transitionLikelihood,posterior,marginalizedPosterior,normalizedPosterior
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, 1), (-1, 0), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.0006249999999999997,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, 1), (-1, 0), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.0006249999999999997,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, 1), (-1, 0), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.0006249999999999997,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, 1), (1, 0), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.005624999999999999,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, 1), (1, 0), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.005624999999999999,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, 1), (1, 0), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.005624999999999999,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, 1), (1, 0), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.005624999999999999,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, 1), (0, 1), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.0006249999999999997,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, 1), (0, 1), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.0006249999999999997,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, 1), (0, 1), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.0006249999999999997,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, 1), (0, 1), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.0006249999999999997,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, 1), (0, -1), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.005624999999999999,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, 1), (0, -1), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.005624999999999999,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, 1), (0, -1), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.005624999999999999,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, 1), (0, -1), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.005624999999999999,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, -1), (-1, 0), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.005624999999999999,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, -1), (-1, 0), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.005624999999999999,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, -1), (-1, 0), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.005624999999999999,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, -1), (-1, 0), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.005624999999999999,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, -1), (1, 0), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.050625,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, -1), (1, 0), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.050625,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, -1), (1, 0), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.050625,0.5,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, -1), (1, 0), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.050625,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, -1), (0, 1), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.005624999999999999,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, -1), (0, 1), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.005624999999999999,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, -1), (0, 1), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.005624999999999999,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, -1), (0, 1), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.005624999999999999,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, -1), (0, -1), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.050625,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, -1), (0, -1), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.050625,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, -1), (0, -1), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.050625,0.0,0.0,0.0,0.0
"('sheep', 'wolf', 'master')","('pulled', 'pulled', 'noPull')","((0, -1), (0, -1), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.050625,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((-1, 0), (-1, 0), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((-1, 0), (-1, 0), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((-1, 0), (-1, 0), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((-1, 0), (-1, 0), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((-1, 0), (1, 0), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((-1, 0), (1, 0), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((-1, 0), (1, 0), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((-1, 0), (1, 0), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((-1, 0), (0, 1), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((-1, 0), (0, 1), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((-1, 0), (0, 1), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((-1, 0), (0, 1), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((-1, 0), (0, -1), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((-1, 0), (0, -1), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((-1, 0), (0, -1), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((-1, 0), (0, -1), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((1, 0), (-1, 0), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((1, 0), (-1, 0), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((1, 0), (-1, 0), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((1, 0), (-1, 0), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((1, 0), (1, 0), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((1, 0), (1, 0), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((1, 0), (1, 0), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((1, 0), (1, 0), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((1, 0), (0, 1), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((1, 0), (0, 1), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((1, 0), (0, 1), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((1, 0), (0, 1), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((1, 0), (0, -1), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((1, 0), (0, -1), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((1, 0), (0, -1), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((1, 0), (0, -1), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, 1), (-1, 0), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, 1), (-1, 0), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, 1), (-1, 0), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.2025,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, 1), (-1, 0), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, 1), (1, 0), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, 1), (1, 0), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, 1), (1, 0), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.2025,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, 1), (1, 0), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, 1), (0, 1), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, 1), (0, 1), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, 1), (0, 1), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.2025,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, 1), (0, 1), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, 1), (0, -1), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, 1), (0, -1), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, 1), (0, -1), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.2025,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, 1), (0, -1), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, -1), (-1, 0), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, -1), (-1, 0), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, -1), (-1, 0), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, -1), (-1, 0), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, -1), (1, 0), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, -1), (1, 0), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, -1), (1, 0), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, -1), (1, 0), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, -1), (0, 1), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, -1), (0, 1), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, -1), (0, 1), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, -1), (0, 1), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, -1), (0, -1), (-1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, -1), (0, -1), (1, 0))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, -1), (0, -1), (0, 1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('noPull', 'pulled', 'pulled')","((0, -1), (0, -1), (0, -1))",0.0,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,0.0,0.0
"('sheep', 'master', 'wolf')","('pulled', 'noPull', 'pulled')","((-1, 0), (-1, 0), (-1, 0))",4.2699405540353136e-32,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.1860945983431422e-35,2.1086126192767e-33
"('sheep', 'master', 'wolf')","('pulled', 'noPull', 'pulled')","((-1, 0), (-1, 0), (1, 0))",4.2699405540353136e-32,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.1860945983431422e-35,2.1086126192767e-33
"('sheep', 'master', 'wolf')","('pulled', 'noPull', 'pulled')","((-1, 0), (-1, 0), (0, 1))",4.2699405540353136e-32,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,1.1860945983431422e-35,2.1086126192767e-33
"('sheep', 'master', 'wolf')","('pulled', 'noPull', 'pulled')","((-1, 0), (-1, 0), (0, -1))",4.2699405540353136e-32,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.1860945983431422e-35,2.1086126192767e-33
"('sheep', 'master', 'wolf')","('pulled', 'noPull', 'pulled')","((-1, 0), (1, 0), (-1, 0))",4.2699405540353136e-32,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.1860945983431422e-35,2.1086126192767e-33
"('sheep', 'master', 'wolf')","('pulled', 'noPull', 'pulled')","((-1, 0), (1, 0), (1, 0))",4.2699405540353136e-32,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,1.0,1.1860945983431422e-35,1.1860945983431422e-35,2.1086126192767e-33
"('sheep', 'master', 'wolf')","('pulled', 'noPull', 'pulled')","((-1, 0), (1, 0), (0, 1))",4.2699405540353136e-32,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,1.1860945983431422e-35,2.1086126192767e-33
"('sheep', 'master', 'wolf')","('pulled', 'noPull', 'pulled')","((-1, 0), (1, 0), (0, -1))",4.2699405540353136e-32,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.1860945983431422e-35,2.1086126192767e-33
"('sheep', 'master', 'wolf')","('pulled', 'noPull', 'pulled')","((-1, 0), (0, 1), (-1, 0))",4.2699405540353136e-32,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.1860945983431422e-35,2.1086126192767e-33
"('sheep', 'master', 'wolf')","('pulled', 'noPull', 'pulled')","((-1, 0), (0, 1), (1, 0))",4.2699405540353136e-32,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.1860945983431422e-35,2.1086126192767e-33
"('sheep', 'master', 'wolf')","('pulled', 'noPull', 'pulled')","((-1, 0), (0, 1), (0, 1))",4.2699405540353136e-32,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.007499999999999999,0.0,0.0,1.1860945983431422e-35,2.1086126192767e-33
"('sheep', 'master', 'wolf')","('pulled', 'noPull', 'pulled')","((-1, 0), (0, 1), (0, -1))",4.2699405540353136e-32,"[(10, 5), (9, 7), (10, 3)]","[(9, 4), (10, 7), (10, 4)]",0.00027777777777777767,0.0,0.0,1.1860945983431422e-35,2.1086126192767e-33
